s,A_x,A_y,A_z,B_x,B_y,B_z
0.0,0.0,0.0,0.0,-0.0,0.0,0.0
0.05235987755982988,0.1336300164901204,0.0,0.0,-0.3439102549755534,0.17219110941880655,0.0
0.10471975511965977,0.2276217315787681,0.0,0.0,-0.3505881602663294,0.1762596489323676,0.0
0.15707963267948966,0.29337997941849836,0.0,0.0,-0.34486502015866743,0.17458190300741372,0.0
0.20943951023931953,0.33977075567182335,0.0,0.0,-0.3360277379392918,0.1717673987480029,0.0
0.2617993877991494,0.37275249928888016,0.0,0.0,-0.3260210550300611,0.16876091629239356,0.0
0.3141592653589793,0.39616710534097516,0.0,0.0,-0.3154816221031527,0.16585850404143873,0.0
0.36651914291880916,0.4124655629576317,0.0,0.0,-0.30466269061443213,0.16316895789981806,0.0
0.41887902047863906,0.42319514100004746,0.0,0.0,-0.293672290860554,0.16073217178397106,0.0
0.47123889803846897,0.429297003256547,0.0,0.0,-0.2825539445870672,0.15855885277857537,0.0
0.5235987755982988,0.43127767696430447,0.0,0.0,-0.2713192444755713,0.15664623883429699,0.0
0.5759586531581287,0.429297003256547,0.0,0.0,-0.2599627212335747,0.1549850031523293,0.0
0.6283185307179586,0.4231951410000475,0.0,0.0,-0.24846928699322582,0.1535624645222657,0.0
0.6806784082777885,0.41246556295763176,0.0,0.0,-0.23681826290385044,0.15236408258486625,0.0
0.7330382858376183,0.39616710534097516,0.0,0.0,-0.22498573424667007,0.1513740838484207,0.0
0.7853981633974483,0.37275249928888016,0.0,0.0,-0.2129460663909086,0.15057560757201224,0.0
0.8377580409572781,0.33977075567182335,0.0,0.0,-0.20067301849999636,0.14995056016939562,0.0
0.890117918517108,0.29337997941849847,0.0,0.0,-0.18814070975834918,0.14947927354180537,0.0
0.9424777960769379,0.2276217315787682,0.0,0.0,-0.17532460769054659,0.14914001925596776,0.0
0.9948376736367678,0.13363001649012052,0.0,0.0,-0.1622026696397412,0.1489084138407981,0.0
1.0471975511965976,1.224646799147353e-16,0.0,0.0,-0.1487567524363442,0.14875675243634418,0.0
1.0995574287564276,-0.13363001649012032,0.0,0.0,-0.13497439683921014,0.14865332745579984,0.0
1.1519173063162573,-0.2276217315787679,0.0,0.0,-0.12085107864856334,0.1485618282811579,0.0
1.2042771838760873,-0.2933799794184983,0.0,0.0,-0.10639297940440647,0.14844098019842258,0.0
1.2566370614359172,-0.33977075567182335,0.0,0.0,-0.09162024073882964,0.14824466357287408,0.0
1.308996938995747,-0.3727524992888802,0.0,0.0,-0.07657049644451659,0.1479228400950676,0.0
1.361356816555577,-0.3961671053409751,0.0,0.0,-0.06130220241011069,0.14742365417018283,0.0
1.413716694115407,-0.4124655629576317,0.0,0.0,-0.04589692930027236,0.14669698678123408,0.0
1.4660765716752366,-0.42319514100004746,0.0,0.0,-0.030459471070685265,0.14569941104314954,0.0
1.5184364492350666,-0.42929700325654696,0.0,0.0,-0.015114613482224738,0.14439989795985161,0.0
1.5707963267948966,-0.43127767696430447,0.0,0.0,-1.748610999248809e-17,0.14278492382181218,0.0
1.6231562043547263,-0.42929700325654707,0.0,0.0,0.01474421918188389,0.1408612762652238,0.0
1.6755160819145563,-0.4231951410000475,0.0,0.0,0.028986850496526564,0.13865529823347475,0.0
1.7278759594743862,-0.41246556295763176,0.0,0.0,0.0426154184032432,0.13620853432868404,0.0
1.780235837034216,-0.3961671053409752,0.0,0.0,0.055541979910999836,0.1335710841765124,0.0
1.832595714594046,-0.3727524992888802,0.0,0.0,0.06770426848588877,0.13079460296105816,0.0
1.8849555921538759,-0.3397707556718234,0.0,0.0,0.07906296453372848,0.12792656386690018,0.0
1.9373154697137056,-0.29337997941849886,0.0,0.0,0.08959666803402419,0.12500653050545552,0.0
1.9896753472735356,-0.22762173157876828,0.0,0.0,0.09929610782798827,0.12206437447717648,0.0
